area_type,size,bathroom,parking,balcony,price,total_sqft,hospital_nearby,school_nearby,mall_nearby,resale,location
Super built-up  Area,2 BHK,2,1,1,7900000,1202,Yes,No,Yes,0,Austin Town
Super built-up  Area,2 BHK,2,2,1,5900000,1012,No,Yes,No,0,Venkatapura
Super built-up  Area,3 BHK,3,1,3,8000000,2132,Yes,No,No,0,Vignana Nagar
Plot  Area,4 BHK,4,2,3,34000000,1350,Yes,Yes,Yes,0,Kadabagere
Super built-up  Area,1 BHK,1,1,1,4000000,605,No,No,Yes,0,Hebbal
Super built-up  Area,2 BHK,2,2,1,8800000,1331,Yes,Yes,Yes,1,Lakshminarayana Pura
Plot  Area,2 BHK,2,2,0,6900000,1200,Yes,No,No,0,Vijayanagar
Built-up  Area,2 BHK,2,2,0,25000000,1150,No,Yes,Yes,1,Jakkur
Plot  Area,2 BHK,2,2,1,13600000,1200,Yes,Yes,Yes,1,Kodbisanhalli
Built-up  Area,2 BHK,2,1,0,30000000,1800,No,Yes,Yes,0,Gunjur
Plot  Area,3 BHK,2,1,1,5000000,600,No,Yes,No,1,Raja Rajeshwari Nagar
Super built-up  Area,3 BHK,2,1,2,4900000,1280,Yes,No,No,0,Whitefield
Super built-up  Area,2 BHK,2,1,1,6200000,1007,Yes,No,No,0,Harlur
Super built-up  Area,3 BHK,2,1,1,6100000,1370,No,No,Yes,0,Margondanahalli
Super built-up  Area,2 BHK,2,1,2,3500000,925,Yes,No,No,0,Kumara Park
Super built-up  Area,2 BHK,2,1,0,7500000,1500,Yes,No,No,1,Sahakara Nagar
Built-up  Area,1 BHK,1,1,1,1250000,450,Yes,Yes,Yes,0,Anand Nagar
Built-up  Area,4 BHK,4,1,1,14000000,1200,No,Yes,No,0,Kammanahalli
Super built-up  Area,2 BHK,2,1,1,9500000,1341,No,No,Yes,0,Akshaya Vana
Super built-up  Area,3 BHK,2,2,2,4725000,1350,Yes,Yes,No,0,Balagere
Super built-up  Area,2 BHK,2,1,1,6000000,992,No,Yes,Yes,0,Thanisandra
Super built-up  Area,2 BHK,2,2,2,6800000,1163,No,Yes,No,1,Kalkere
Super built-up  Area,2 BHK,2,1,2,7000000,1229,Yes,Yes,No,0,TC Palaya
Plot  Area,2 BHK,2,2,2,3900000,600,Yes,No,Yes,0,Attibele
Super built-up  Area,2 BHK,2,2,1,6126000,1219,No,No,No,1,Peenya
Super built-up  Area,3 BHK,2,2,2,9913000,1525,Yes,Yes,No,0,Hennur Road
Super built-up  Area,2 BHK,2,2,1,6000000,1147,No,No,No,0,2nd Phase Judicial Layout
Super built-up  Area,3 BHK,2,1,3,8800000,1412,No,Yes,Yes,1,Tumkur Road
Plot  Area,9 BHK,9,1,3,21500000,1200,No,Yes,Yes,0,Uttarahalli
Super built-up  Area,2 BHK,2,1,1,3477000,1044,No,No,Yes,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,2,6300000,1190,Yes,No,No,1,Gowdanapalya
Super built-up  Area,3 BHK,2,1,2,6500000,1240,Yes,Yes,No,0,Electronic City Phase II
Super built-up  Area,3 BHK,3,1,1,6500000,1352,No,Yes,No,0,Raja Rajeshwari Nagar
Built-up  Area,2 BHK,2,2,2,5500000,1100,No,Yes,Yes,1,Kasavanhalli
Super built-up  Area,3 BHK,2,2,2,3990000,1330,Yes,Yes,Yes,1,Akshaya Nagar
Super built-up  Area,3 BHK,3,1,2,11100000,1700,Yes,No,Yes,1,Munnekollal
Super built-up  Area,2 BHK,2,1,1,6700000,1355,Yes,Yes,No,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,2,1,4600000,1200,Yes,No,No,0,Nagarbhavi
Super built-up  Area,1 BHK,1,0,1,2500000,500,No,Yes,No,1,Nagadevanahalli
Built-up  Area,2 BHK,2,1,,7000000,1342,No,Yes,Yes,0,Jigani
Super built-up  Area,3 BHK,3,1,2,5087000,1615,Yes,No,Yes,1,Ashwathnagar
Super built-up  Area,2 BHK,2,2,1,6500000,1340,Yes,No,No,0,Uttarahalli
Super built-up  Area,2 BHK,2,1,1,5400000,1200,No,No,No,1,RR Layout
Built-up  Area,1 BHK,1,0,0,5500000,500,Yes,No,Yes,1,Electronic City
Super built-up  Area,2 BHK,2,2,1,5200000,1080,Yes,No,Yes,0,Ramamurthy Nagar
Super built-up  Area,2 BHK,2,2,1,3100000,1600,Yes,Yes,Yes,0,Kengeri
Super built-up  Area,2 BHK,2,1,0,3400000,1200,Yes,Yes,Yes,0,Sarjapur  Road
Plot  Area,3 BHK,3,1,2,15000000,2700,No,No,No,1,Begur Road
Built-up  Area,3 BHK,3,1,0,11000000,1780,No,Yes,No,0,Vinayaka Nagar
Built-up  Area,3 BHK,3,2,2,6500000,1605,Yes,Yes,No,0,Jakkuru Layout
Super built-up  Area,4 BHK,5,2,2,158400000,7200,Yes,Yes,Yes,0,Yeshwanthpur
Plot  Area,3 BHK,2,1,1,6500000,646,Yes,Yes,Yes,1,Devanahalli
Super built-up  Area,2 BHK,2,1,2,8000000,1200,No,Yes,Yes,0,Gollahalli
Plot  Area,2 BHK,2,1,0,4900000,900,Yes,Yes,No,1,Electronic City
Built-up  Area,3 BHK,3,2,1,8800000,1830,Yes,Yes,No,0,Hennur Road
Plot  Area,5 BHK,4,1,1,8300000,690,Yes,No,Yes,0,Billapura
Built-up  Area,1 BHK,1,1,3,50000000,650,No,Yes,No,1,Amruthahalli
Plot  Area,5 BHK,4,2,1,6800000,1800,No,No,Yes,1,Ulsoor
Built-up  Area,3 BHK,2,2,0,3200000,715,Yes,Yes,No,1,Doddabommasandra
Super built-up  Area,3 BHK,2,2,2,3137000,1230,Yes,No,No,0,Kammanahalli
Super built-up  Area,2 BHK,2,1,1,4259000,1065,No,No,Yes,0,Margondanahalli
Plot  Area,8 BHK,8,2,2,18500000,1350,Yes,Yes,Yes,0,Sarjapur
Plot  Area,3 BHK,3,1,2,14900000,1080,Yes,No,Yes,1,Vishwapriya Layout
Built-up  Area,3 BHK,2,2,0,6500000,900,Yes,No,Yes,1,Srirampuram
Super built-up  Area,2 BHK,2,1,2,4500000,946,No,No,Yes,1,MS Pallya
Super built-up  Area,1 BHK,1,1,0,6000000,1500,No,No,No,1,Chandapura
Super built-up  Area,3 BHK,3,1,1,11000000,1711,No,No,Yes,0,Chandapura
Plot  Area,4 BHK,3,1,2,16000000,1200,No,No,No,0,Uttarahalli
Super built-up  Area,2 BHK,2,2,1,2565000,950,No,No,No,0,2nd Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,8000000,1656,Yes,Yes,Yes,0,Srinagar
Super built-up  Area,2 BHK,2,2,1,4676000,1075,Yes,Yes,No,0,KHB Colony Extension
Super built-up  Area,3 BHK,3,1,2,13300000,1752.12,No,Yes,No,0,Devasthanagalu
Plot  Area,8 BHK,8,2,0,22000000,6000,Yes,No,No,1,Laggere
Super built-up  Area,3 BHK,3,2,3,8500000,1540,Yes,No,Yes,0,Sarjapur  Road
Plot  Area,4 BHK,4,2,3,12500000,600,Yes,Yes,Yes,0,Attur Layout
Super built-up  Area,1 BHK,1,2,2,3200000,665,Yes,Yes,No,1,Chandapura
Super built-up  Area,3 BHK,3,2,,11000000,1665,No,No,Yes,1,Kudlu Gate
Super built-up  Area,2 BHK,2,1,1,5400000,1145,No,Yes,No,1,Uttarahalli
Super built-up  Area,2 BHK,2,1,2,4100000,1185,No,Yes,Yes,1,Harlur
Plot  Area,3 BHK,3,1,1,19000000,1200,No,Yes,No,0,Hebbal
Built-up  Area,3 BHK,3,2,2,12500000,1693,No,No,No,0,Kaverappa Layout
Super built-up  Area,3 BHK,3,2,3,22000000,2456,Yes,Yes,No,0,6th Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,40300000,2559,No,Yes,Yes,1,LB Shastri Nagar
Super built-up  Area,2 BHK,2,2,1,4060000,1155,No,No,Yes,0,Sector 2 HSR Layout
Super built-up  Area,3 BHK,2,2,2,6440000,1610,Yes,No,Yes,0,Electronics City Phase 1
Plot  Area,3 BHK,3,2,2,5658000,1200,No,No,Yes,1,Whitefield
Plot  Area,2 BHK,2,2,1,18500000,1530,Yes,No,No,0,2nd Phase JP Nagar
Built-up  Area,3 BHK,3,1,1,8000000,1709,Yes,Yes,Yes,0,Marathahalli
Plot  Area,4 BHK,4,2,0,6000000,600,Yes,Yes,Yes,1,Dollars Layout
Plot  Area,8 BHK,8,2,,29000000,2700,No,No,No,1,Rajaji Nagar
Plot  Area,1 BHK,1,2,1,15000000,840,No,Yes,No,1,Uttarahalli
Super built-up  Area,3 BHK,2,1,1,5000000,1400,Yes,No,No,0,Divya Unnathi Layout
Super built-up  Area,2 BHK,2,1,1,4200000,1200,Yes,Yes,Yes,0,Whitefield
Super built-up  Area,3 BHK,3,2,1,5723000,1439,Yes,No,Yes,0,Anjana Nagar
Super built-up  Area,2 BHK,2,2,2,7200000,1375,Yes,Yes,No,1,EPIP Zone
Plot  Area,5 BHK,5,2,3,41600000,2990,Yes,No,No,0,Amruthahalli
Super built-up  Area,3 BHK,2,1,1,7500000,1200,Yes,Yes,Yes,0,Brookefield
Built-up  Area,2 BHK,2,1,3,7500000,1315,Yes,Yes,Yes,0,Subramanya Nagar
Plot  Area,2 BHK,2,2,0,4000000,1500,Yes,Yes,No,0,Gottigere
Built-up  Area,6 BHK,6,2,1,20000000,3600,Yes,No,No,1,KR Puram
Super built-up  Area,2 BHK,2,2,3,8200000,1178,No,No,Yes,0,Janatha Colony
Super built-up  Area,3 BHK,3,2,2,5900000,1430,Yes,No,Yes,1,Kasavanhalli
Super built-up  Area,3 BHK,2,2,2,6580000,1400,No,No,No,0,BTM 2nd Stage
Super built-up  Area,2 BHK,2,1,2,7200000,1093,Yes,No,Yes,1,Vijayanagar
Super built-up  Area,2 BHK,2,2,1,4500000,1200,Yes,No,No,0,Yelahanka
Plot  Area,5 BHK,6,2,1,36000000,5000,No,No,Yes,1,Dommasandra
Built-up  Area,3 BHK,2,1,0,13000000,1200,No,Yes,Yes,1,Yelahanka
Built-up  Area,3 BHK,3,1,2,15600000,2210,No,Yes,Yes,0,Vijayanagar
Super built-up  Area,2 BHK,2,2,2,7000000,1150,No,No,No,1,Bannerghatta Road
Super built-up  Area,3 BHK,2,2,1,6000000,1435,No,No,Yes,1,Mahadevpura
Plot  Area,4 BHK,3,2,,10000000,600,Yes,No,No,1,Thanisandra
Super built-up  Area,2 BHK,2,1,1,7820000,1173,Yes,Yes,Yes,1,Horamavu Banaswadi
Super built-up  Area,2 BHK,2,2,1,3900000,1140,No,Yes,No,0,Magadi Road
Super built-up  Area,3 BHK,3,1,3,12000000,1717,Yes,Yes,Yes,0,1st Block Jayanagar
Super built-up  Area,2 BHK,2,1,,6500000,1325,Yes,Yes,Yes,0,Whitefield
Built-up  Area,3 BHK,3,2,2,6700000,1370,No,No,No,0,Uttarahalli
Super built-up  Area,2 BHK,2,1,1,9000000,1025,Yes,Yes,No,1,Silk Board
Super built-up  Area,3 BHK,2,2,3,6200000,1409,Yes,Yes,No,1,Mathikere
Super built-up  Area,2 BHK,2,2,1,5200000,1200,No,No,Yes,0,Whitefield
Super built-up  Area,2 BHK,2,1,1,5350000,1200,No,No,No,0,Thanisandra
Super built-up  Area,3 BHK,4,1,3,13000000,1740,Yes,Yes,Yes,0,Jakkur Plantation
Super built-up  Area,2 BHK,2,1,1,8800000,1232,Yes,No,No,1,Mallasandra
Plot  Area,2 BHK,2,1,1,3600000,1200,Yes,Yes,Yes,1,Hoodi
Super built-up  Area,4 BHK,4,2,3,62500000,5924,Yes,Yes,Yes,1,Electronics City Phase 1
Super built-up  Area,2 BHK,2,1,1,5000000,1250,No,No,Yes,1,Doddakammanahalli
Built-up  Area,2 BHK,2,1,2,17100000,1475,Yes,No,No,1,Bellandur
Super built-up  Area,4 BHK,4,1,2,8500000,2100,Yes,Yes,Yes,1,Thanisandra
Super built-up  Area,1 BHK,1,1,1,2350000,552,Yes,Yes,No,0,Whitefield
Super built-up  Area,3 BHK,2,1,2,4259000,1065,Yes,No,No,1,Hennur Road
Plot  Area,3 BHK,3,2,1,13000000,1000,Yes,Yes,No,1,Chandapura
Plot  Area,2 BHK,2,2,0,6500000,1225,No,No,No,0,Whitefield
Built-up  Area,1 BHK,1,1,0,1600000,650,No,No,No,0,Veersandra
Super built-up  Area,2 BHK,2,1,2,5200000,1067,Yes,No,No,1,Munivenkatppa Layout
Super built-up  Area,3 BHK,2,1,2,5600000,1364,No,Yes,Yes,0,Bommanahalli
Super built-up  Area,3 BHK,3,2,3,7500000,1750,Yes,No,Yes,0,5th Phase JP Nagar
Super built-up  Area,2 BHK,2,1,1,7100000,1240,Yes,No,No,1,Uttarahalli
Plot  Area,2 BHK,2,1,0,7500000,1200,Yes,No,No,0,Hennur
Super built-up  Area,3 BHK,3,1,,7500000,1540,Yes,No,Yes,0,Lakshmipura
Super built-up  Area,3 BHK,2,2,2,10200000,1504,Yes,No,No,0,Harsha Layout
Super built-up  Area,2 BHK,2,1,1,4980000,1116,No,No,No,1,Padmanabhanagar
Super built-up  Area,3 BHK,4,2,2,17500000,2365,Yes,No,No,0,Sarjapur
Built-up  Area,2 BHK,2,2,2,3700000,1308,No,No,Yes,1,Tata Nagar
Built-up  Area,2 BHK,2,1,0,4500000,864,Yes,No,No,0,Bannerghatta Road
Plot  Area,5 BHK,5,2,1,13900000,1200,Yes,No,No,1,Hulimavu
Super built-up  Area,3 BHK,2,2,,3800000,1069,No,Yes,Yes,1,Kaggadasapura
Super built-up  Area,2 BHK,2,1,1,10000000,1333,Yes,No,No,0,Sathya Layout
Super built-up  Area,4 BHK,4,2,1,14500000,1800,Yes,No,No,1,New Thippasandra
Plot  Area,4 BHK,4,1,,55000000,6136,No,No,No,1,Hennur Road
Super built-up  Area,3 BHK,3,2,2,10700000,1698,No,Yes,Yes,1,Sarjapura - Attibele Road
Super built-up  Area,3 BHK,2,1,2,4360000,1275,No,No,No,1,Vijayanagar
Super built-up  Area,2 BHK,2,1,1,4800000,1060,No,Yes,Yes,0,Vidyaranyapura
Super built-up  Area,2 BHK,2,1,1,4900000,1160,Yes,No,Yes,1,Hoskote
Super built-up  Area,3 BHK,2,1,,6500000,1484,No,No,No,1,Hebbal
Plot  Area,3 BHK,3,1,1,7000000,675,Yes,Yes,Yes,1,Chennammana Kere
Plot  Area,3 BHK,5,2,,32500000,1200,No,Yes,Yes,0,Devanahalli
Super built-up  Area,2 BHK,2,2,1,6600000,1310,No,Yes,Yes,1,Thanisandra
Plot  Area,6 BHK,6,2,1,37000000,1806,No,No,Yes,0,JP Nagar
Super built-up  Area,4 BHK,4,2,,24000000,3000,Yes,No,Yes,1,Raja Rajeshwari Nagar
Super built-up  Area,3 BHK,3,1,2,16500000,2145,No,Yes,Yes,0,Hennur
Super built-up  Area,3 BHK,3,2,1,12500000,1693,Yes,Yes,Yes,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,1,3,6000000,1230,No,Yes,No,1,Hosa Road
Plot  Area,3 BHK,3,1,1,14500000,1200,No,No,No,1,BEML Layout
Built-up  Area,3 BHK,2,1,1,3783000,1310,No,No,Yes,1,Hennur Road
Super built-up  Area,2 BHK,2,1,1,6000000,1150,No,Yes,Yes,0,Vijayanagar
Super built-up  Area,3 BHK,2,1,2,6650000,1385,Yes,Yes,Yes,1,Shanti Nagar
Super built-up  Area,2 BHK,2,2,2,5250000,1066,Yes,No,No,0,Varthur
Super built-up  Area,3 BHK,3,2,2,8026000,2293,Yes,Yes,Yes,0,Marathahalli
Plot  Area,3 BHK,3,2,1,8100000,720,No,Yes,Yes,0,Jigani
Carpet  Area,3 BHK,3,2,3,9200000,1625,Yes,Yes,Yes,0,Devanahalli
Super built-up  Area,2 BHK,2,2,1,6740000,1246,No,No,No,0,Bommasandra Industrial Area
Plot  Area,4 BHK,6,2,1,25200000,2100,No,No,Yes,1,Tigalarpalya
Super built-up  Area,4 BHK,4,1,3,25000000,2400,Yes,No,No,0,Munnekollal
Plot  Area,6 BHK,6,1,,19500000,3900,Yes,No,No,0,Tumkur Road
Super built-up  Area,2 BHK,2,2,1,7065000,1000,No,Yes,Yes,1,Thanisandra
Super built-up  Area,2 BHK,2,1,2,3800000,907,Yes,Yes,Yes,0,Tindlu
Plot  Area,4 BHK,4,1,0,13800000,3500,No,Yes,Yes,1,2nd Block Bel Layout
Super built-up  Area,3 BHK,2,1,3,7900000,1395,Yes,No,No,1,Vittasandra
Super built-up  Area,2 BHK,2,2,2,5000000,1180,Yes,Yes,Yes,1,Vijayanagar
Plot  Area,5 BHK,6,2,2,14000000,1903,Yes,Yes,No,1,sarjapura main road
Super built-up  Area,2 BHK,2,2,1,4700000,1175,No,Yes,Yes,1,Raja Rajeshwari Nagar
Super built-up  Area,2 BHK,2,2,2,5150000,1272,Yes,No,Yes,1,7th Phase JP Nagar
Super built-up  Area,3 BHK,2,1,1,9200000,1490,No,Yes,No,1,Nagavarapalya
Super built-up  Area,2 BHK,2,2,2,6700000,1144,Yes,Yes,No,0,Ulsoor
Plot  Area,4 BHK,5,2,,14000000,2400,Yes,No,Yes,0,Varthur
Super built-up  Area,2 BHK,2,1,1,5300000,1143,No,No,Yes,1,Kumbena Agrahara
Plot  Area,3 BHK,3,1,2,19000000,2500,No,No,No,1,Banaswadi
Super built-up  Area,2 BHK,2,1,1,7500000,1216,No,No,Yes,0,Electronic City
Super built-up  Area,2 BHK,2,1,1,6000000,1044,Yes,Yes,Yes,0,Coconut Grove Layout
Super built-up  Area,2 BHK,3,2,1,9300000,1352,No,Yes,No,1,Hiremath Layout
Super built-up  Area,3 BHK,3,2,3,7500000,1552,No,No,Yes,1,Yeshwanthpur
Built-up  Area,3 BHK,3,2,2,12000000,1785,No,Yes,No,1,Anekal - Hosur Road
Super built-up  Area,2 BHK,2,2,2,3450000,810,Yes,No,No,1,Hormavu
Super built-up  Area,3 BHK,3,2,2,5198000,1650,Yes,No,Yes,0,Karuna Nagar
Super built-up  Area,3 BHK,3,1,2,7039000,1595,Yes,Yes,Yes,1,Whitefield
Super built-up  Area,2 BHK,2,2,1,3500000,1060,No,No,Yes,0,Nallurhalli
Super built-up  Area,3 BHK,2,1,3,6500000,1410,Yes,Yes,No,0,Prithvi Layout
Super built-up  Area,3 BHK,2,2,2,5600000,1523,Yes,No,Yes,1,Hennur Road
Super built-up  Area,3 BHK,3,2,1,12200000,1591,No,No,No,0,Bellandur
Super built-up  Area,3 BHK,3,2,3,8400000,1640,No,Yes,Yes,1,Pai Layout
Built-up  Area,1 BHK,1,1,0,1600000,450,No,No,No,0,Banashankari Stage V
Super built-up  Area,3 BHK,2,1,2,6000000,1305,Yes,No,No,0,Akshayanagara East
Super built-up  Area,3 BHK,3,1,1,5400000,1590,Yes,Yes,No,0,Whitefield
Built-up  Area,2 BHK,2,2,3,4500000,1240,Yes,No,No,1,Babusapalaya
Super built-up  Area,2 BHK,2,1,2,5400000,1200,No,Yes,No,1,Nagarbhavi
Super built-up  Area,2 BHK,2,1,1,4116000,1100,Yes,No,Yes,1,Kanakpura Road
Super built-up  Area,2 BHK,2,1,1,12800000,1180,Yes,Yes,Yes,0,Ashwath Nagar
Super built-up  Area,2 BHK,2,1,1,5000000,1115,Yes,No,Yes,1,Yelahanka New Town
Super built-up  Area,2 BHK,2,2,1,3300000,845,Yes,No,No,0,Bannerghatta Road
Super built-up  Area,3 BHK,2,1,0,19000000,1567.2,Yes,Yes,Yes,1,Yelahanka
Super built-up  Area,3 BHK,2,1,2,4500000,1310,No,Yes,Yes,1,Kaggadasapura
Plot  Area,3 BHK,3,1,2,15000000,1950,Yes,Yes,Yes,1,MCECHS  layout
Built-up  Area,2 BHK,2,1,1,4250000,959,Yes,No,Yes,0,Dodda Nekkundi
Built-up  Area,4 BHK,4,1,1,14000000,1200,Yes,Yes,Yes,1,Koramangala
Super built-up  Area,2 BHK,2,1,1,3700000,883,Yes,No,Yes,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,2,5550000,1050,Yes,Yes,No,0,Bisuvanahalli
Super built-up  Area,2 BHK,2,1,2,7021000,1390,Yes,Yes,Yes,1,4th Block Jayanagar
Built-up  Area,2 BHK,2,2,3,4600000,1200,Yes,Yes,No,0,Channasandra
Super built-up  Area,3 BHK,2,2,2,6900000,1280,No,No,Yes,1,Yelahanka
Plot  Area,7 BHK,5,1,3,15000000,1280,Yes,No,No,1,Jyothi Nagar
Super built-up  Area,3 BHK,3,2,2,9500000,1614,Yes,Yes,Yes,1,8th Phase JP Nagar
Super built-up  Area,2 BHK,2,1,0,5800000,1000,No,No,Yes,1,Kambipura
Super built-up  Area,2 BHK,2,2,2,5790000,1196,No,No,Yes,1,Rachenahalli
Super built-up  Area,3 BHK,3,2,2,5700000,1220,Yes,No,Yes,0,Yelahanka
Super built-up  Area,2 BHK,2,2,1,3195000,950,Yes,No,Yes,1,Hulimavu
Super built-up  Area,9 BHK,8,2,,32500000,2400,Yes,Yes,Yes,1,Kenchenahalli
Super built-up  Area,2 BHK,2,2,1,5500000,1141,No,Yes,No,1,Lingarajapuram
Super built-up  Area,2 BHK,2,2,2,5100000,1200,No,No,Yes,1,Yelahanka
Super built-up  Area,3 BHK,2,2,2,5500000,1380,Yes,No,Yes,0,Kasturi Nagar
Super built-up  Area,2 BHK,2,2,1,3200000,855,No,Yes,Yes,0,Marathahalli
Super built-up  Area,1 BHK,1,2,1,1645000,645,Yes,No,No,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,1,3600000,922,No,Yes,No,1,Ambalipura
Built-up  Area,2 BHK,2,1,2,4320000,1200,No,Yes,No,1,Doddabommasandra
Super built-up  Area,3 BHK,2,1,2,6500000,1240,Yes,No,Yes,1,Akshaya Vana
Super built-up  Area,2 BHK,2,1,2,4200000,1070,No,Yes,Yes,0,5th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,2,7500000,1293,No,Yes,No,1,Kasavanhalli
Built-up  Area,3 BHK,2,1,1,5000000,1380,No,Yes,Yes,0,Doddathoguru
Super built-up  Area,3 BHK,3,2,2,8000000,1599,Yes,Yes,No,1,Chandapura
Super built-up  Area,2 BHK,2,2,2,4110000,967,Yes,Yes,No,0,Chandapura
Super built-up  Area,3 BHK,3,1,3,9000000,1885,No,No,No,1,Nagappa Reddy Layout
Built-up  Area,2 BHK,2,1,2,6550000,860,Yes,No,No,0,Nagadevanahalli
Plot  Area,1 BHK,1,1,0,1950000,1075,Yes,Yes,No,0,7th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,1,6350000,1050,No,Yes,No,0,Rajiv Gandhi Nagar
Super built-up  Area,3 BHK,3,2,2,8800000,1595,Yes,No,Yes,1,R.T. Nagar
Super built-up  Area,2 BHK,2,2,2,10200000,1350,Yes,Yes,Yes,1,Yelahanka New Town
Built-up  Area,2 BHK,2,2,2,4500000,1204,Yes,Yes,No,0,Nehru Nagar
Super built-up  Area,4 BHK,4,1,,24000000,2990,Yes,Yes,Yes,1,Silver Springs Layout
Super built-up  Area,2 BHK,2,1,2,4900000,1035,No,Yes,Yes,0,1st Block Koramangala
Super built-up  Area,2 BHK,2,2,1,2995000,1000,Yes,No,No,0,Yelahanka
Super built-up  Area,3 BHK,3,2,3,8500000,1457,No,Yes,Yes,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,2,4700000,1194,Yes,Yes,No,1,Marathahalli
Super built-up  Area,2 BHK,2,1,1,6600000,1100,Yes,Yes,No,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,2,3,12000000,1655,No,Yes,No,1,Hebbal
Super built-up  Area,3 BHK,3,1,1,11500000,1691.2,Yes,No,No,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,1,4610000,1215,Yes,Yes,No,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,2,0,5012500,1010,No,No,Yes,1,ITPL
Super built-up  Area,3 BHK,3,1,2,12900000,1639,No,No,Yes,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,1,1,13500000,1685,Yes,Yes,No,0,Haralur Road
Built-up  Area,5 BHK,4,1,2,18000000,1008,Yes,Yes,Yes,1,Bannerghatta
Super built-up  Area,2 BHK,2,1,3,3800000,1100,Yes,No,No,0,Whitefield
Super built-up  Area,3 BHK,3,2,2,12500000,2122,Yes,Yes,No,0,Kanakpura Road
Super built-up  Area,2 BHK,2,1,2,4700000,1050,No,Yes,No,0,Ramagondanahalli
Built-up  Area,2 BHK,2,1,2,4500000,1230,No,Yes,No,1,Kanakpura Road
Super built-up  Area,3 BHK,3,2,2,6000000,1240,Yes,No,No,1,Hoodi
Built-up  Area,3 BHK,2,2,3,6500000,1252,Yes,No,Yes,0,Sarjapur  Road
Super built-up  Area,3 BHK,2,1,2,8800000,1374,No,No,Yes,1,Kaveri Nagar
Super built-up  Area,1 BHK,1,1,1,3000000,500,Yes,Yes,No,1,Hormavu
Plot  Area,8 BHK,8,2,2,22500000,1200,No,No,No,1,Marathahalli
Super built-up  Area,3 BHK,3,1,2,8387000,1355,Yes,No,Yes,0,Vasanthapura
Super built-up  Area,2 BHK,2,1,3,4500000,1040,No,No,No,0,Kengeri
Super built-up  Area,2 BHK,2,2,2,6800000,1350,No,No,Yes,1,5th Phase JP Nagar
Super built-up  Area,4 BHK,6,2,3,30000000,4003,Yes,Yes,Yes,0,Electronic City Phase II
Super built-up  Area,3 BHK,3,1,,13500000,2400,No,Yes,No,0,Canara Bank Colony
Super built-up  Area,3 BHK,3,1,1,9000000,1560,No,Yes,No,1,8th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,1,4316000,1151,Yes,No,Yes,0,Arekere
Super built-up  Area,3 BHK,2,1,2,4759000,1360,No,Yes,Yes,1,Hebbal
Super built-up  Area,2 BHK,2,1,2,6000000,1250,Yes,No,No,0,Banashankari
Super built-up  Area,3 BHK,2,2,2,2997000,1110,No,No,No,0,Sarjapur  Road
Built-up  Area,2 BHK,2,2,2,5000000,1015,Yes,No,Yes,1,Whitefield
Super built-up  Area,3 BHK,2,2,2,7800000,1351,Yes,No,Yes,0,Hennur
Super built-up  Area,2 BHK,2,1,2,5000000,960,Yes,No,Yes,1,Haralur Road
Super built-up  Area,2 BHK,2,1,2,5200000,1110,Yes,Yes,No,0,Anandapura
Built-up  Area,3 BHK,3,2,2,7200000,1680,Yes,Yes,No,0,Uttarahalli
Plot  Area,3 BHK,3,2,1,18000000,2400,Yes,No,No,1,Crimson Layout
Plot  Area,3 BHK,3,1,3,20000000,1950,No,No,Yes,0,Chandapura
Built-up  Area,3 BHK,3,1,2,4860000,1350,No,No,No,0,Hennur Road
Super built-up  Area,2 BHK,2,2,2,4700000,1254,Yes,No,No,1,Kadugodi
Super built-up  Area,3 BHK,3,2,2,11500000,1255,Yes,No,No,0,Yelahanka New Town
Super built-up  Area,2 BHK,2,1,3,6100000,1051,No,Yes,Yes,1,Virat Nagar
Plot  Area,3 BHK,3,1,1,20500000,1200,No,Yes,Yes,0,R.T. Nagar
Built-up  Area,2 BHK,2,1,2,6500000,1099,No,Yes,Yes,1,Arekere
Super built-up  Area,3 BHK,4,2,3,19900000,2650,No,No,No,1,Yemlur
Built-up  Area,4 BHK,2,2,1,16000000,2000,Yes,No,Yes,0,Ramamurthy Nagar Extension
Super built-up  Area,2 BHK,2,1,2,13000000,1541,Yes,No,No,1,Horamavu Banaswadi
Plot  Area,3 BHK,3,1,2,7000000,1200,No,Yes,Yes,0,Haralur Road
Built-up  Area,2 BHK,2,1,2,4500000,1125,No,Yes,Yes,0,CV Raman Nagar
Super built-up  Area,3 BHK,3,1,2,8500000,1650,No,Yes,Yes,1,"2nd phase jp nagar, jp nagar"
Super built-up  Area,1 BHK,1,2,1,6200000,834,Yes,Yes,No,1,Uttarahalli
